"","subject","session","encoding","mean_fd","valid_time_sec"
"906",147030,"REST1","LR",0.229717065308637,797.76
"907",147030,"REST2","LR",0.1898106802281,809.28
"908",147030,"REST1","RL",0.228660853159224,797.76
"909",147030,"REST2","RL",0.270492080153374,763.2
"910",147636,"REST1","LR",0.189956752893277,815.76
"911",147636,"REST2","LR",0.189800827669994,813.6
"912",147636,"REST1","RL",0.118279980932109,846.72
"913",147636,"REST2","RL",0.193700960793393,810.72
"914",147737,"REST1","LR",0.0815158219006176,858.96
"915",147737,"REST2","LR",0.116346298911131,837.36
"916",147737,"REST1","RL",0.101407152325136,859.68
"917",147737,"REST2","RL",0.140047644098032,842.4
"918",148032,"REST1","LR",0.0930312687463211,861.12
"919",148032,"REST2","LR",0.0981138793543545,864
"920",148032,"REST1","RL",0.0969615137331686,856.8
"921",148032,"REST2","RL",0.100341445253217,862.56
"922",148133,"REST1","LR",0.0828058832105302,864
"923",148133,"REST2","LR",0.0687902680312961,864
"924",148133,"REST1","RL",0.0947511503572089,864
"925",148133,"REST2","RL",0.104696929670158,864
"926",148335,"REST1","LR",0.143081076376274,859.68
"927",148335,"REST2","LR",0.124523148210578,863.28
"928",148335,"REST1","RL",0.144546747114366,855.36
"929",148335,"REST2","RL",0.107375320424082,864
"930",148436,"REST1","LR",0.11974951916362,861.84
"931",148436,"REST2","LR",0.0966790160511763,858.96
"932",148436,"REST1","RL",0.0992778303202042,857.52
"933",148436,"REST2","RL",0.105623455541918,856.08
"934",148840,"REST1","LR",0.121086124211232,855.36
"935",148840,"REST2","LR",0.0781292046738112,864
"936",148840,"REST1","RL",0.0822069021829962,864
"937",148840,"REST2","RL",0.0831867921458713,862.56
"938",148941,"REST1","LR",0.0934467721071031,864
"939",148941,"REST2","LR",0.13856511280323,852.48
"940",148941,"REST1","RL",0.109430841540808,863.28
"941",148941,"REST2","RL",0.265156704386535,762.48
"942",149236,"REST1","LR",0.0996501815263987,864
"943",149236,"REST2","LR",0.0646897549218469,864
"944",149236,"REST1","RL",0.0692818537361146,864
"945",149236,"REST2","RL",0.074076557032694,864
"946",149337,"REST1","LR",0.0798912188940672,856.8
"947",149337,"REST2","LR",0.123530162821123,841.68
"948",149337,"REST1","RL",0.0777157831880247,863.28
"949",149337,"REST2","RL",0.118167729232836,845.28
"950",149539,"REST1","LR",0.304547218655215,774
"951",149539,"REST2","LR",0.234624033126544,827.28
"952",149539,"REST1","RL",0.244272453810782,808.56
"953",149539,"REST2","RL",0.331112391349622,727.2
"954",149741,"REST1","LR",0.246233821333763,810.72
"955",149741,"REST2","LR",0.143925296113581,848.88
"956",149741,"REST1","RL",0.160542876402576,832.32
"957",149741,"REST2","RL",0.218932481467285,817.2
"958",149842,"REST1","LR",0.122565119752883,854.64
"959",149842,"REST2","LR",0.16406692719917,834.48
"960",149842,"REST1","RL",0.127212689881891,851.04
"961",149842,"REST2","RL",0.16220242046604,839.52
"962",150019,"REST1","RL",0.127178932096059,839.52
"963",150423,"REST1","LR",0.113674730481655,863.28
"964",150423,"REST2","LR",0.131340097634728,767.52
"965",150423,"REST1","RL",0.134362709760347,851.04
"966",150423,"REST2","RL",0.136209089089731,852.48
"967",150524,"REST1","LR",0.093514845085559,864
"968",150524,"REST1","RL",0.107252368301074,840.96
"969",150625,"REST1","LR",0.151883019296605,852.48
"970",150625,"REST2","LR",0.154272283901998,821.52
"971",150625,"REST1","RL",0.146260480600705,843.12
"972",150625,"REST2","RL",0.214845795345489,785.52
"973",150726,"REST1","LR",0.142265483496946,858.96
"974",150726,"REST2","LR",0.0902715666995578,864
"975",150726,"REST1","RL",0.0963671993586246,864
"976",150726,"REST2","RL",0.105582527937838,864
"977",150928,"REST1","LR",0.105204703241724,857.52
"978",150928,"REST2","LR",0.10014192257348,853.2
"979",150928,"REST1","RL",0.125925134066068,842.4
"980",150928,"REST2","RL",0.0935361310780133,856.08
"981",151021,"REST1","LR",0.261142486786482,773.28
"982",151021,"REST1","RL",0.225043082804976,784.08
"983",151223,"REST1","LR",0.395417448888725,595.44
"984",151223,"REST2","LR",0.193009196983921,800.64
"985",151223,"REST1","RL",0.143544431053799,853.2
"986",151223,"REST2","RL",0.435949608798714,547.2
"987",151324,"REST1","LR",0.158041348984022,835.2
"988",151324,"REST2","LR",0.213893412754914,833.76
"989",151324,"REST1","RL",0.22022353448907,836.64
"990",151324,"REST2","RL",0.204358734983528,843.84
"991",151425,"REST1","LR",0.15121269504541,853.2
"992",151425,"REST2","LR",0.120601580739961,856.8
"993",151425,"REST1","RL",0.134089855147726,846
"994",151425,"REST2","RL",0.116742224198165,860.4
"995",151526,"REST1","LR",0.208900411510545,846.72
"996",151526,"REST2","LR",0.242186057724837,820.8
"997",151526,"REST1","RL",0.265009769586788,797.04
"998",151526,"REST2","RL",0.286163212865223,770.4
"999",151627,"REST1","LR",0.0850050960081576,864
"1000",151627,"REST2","LR",0.0837171825306162,858.96
"1001",151627,"REST1","RL",0.109392944927448,861.12
"1002",151627,"REST2","RL",0.111742417218905,858.96
"1003",151728,"REST1","LR",0.564997931683755,533.52
"1004",151728,"REST2","LR",0.190866569295089,822.96
"1005",151728,"REST1","RL",0.348610127834168,691.92
"1006",151728,"REST2","RL",0.267444114865724,768.24
"1007",151829,"REST1","LR",0.0936030483646245,864
"1008",151829,"REST2","LR",0.118123607917274,859.68
"1009",151829,"REST1","RL",0.0970061933077268,861.84
"1010",151829,"REST2","RL",0.115645131059891,857.52
"1011",151930,"REST1","LR",0.0680506076077829,864
"1012",151930,"REST2","LR",0.101206756799303,862.56
"1013",151930,"REST1","RL",0.0871364406217645,863.28
"1014",151930,"REST2","RL",0.0832971387622504,864
"1015",152225,"REST1","LR",0.103281093565034,864
"1016",152225,"REST2","LR",0.0810438560879433,864
"1017",152225,"REST1","RL",0.138254518670294,863.28
"1018",152225,"REST2","RL",0.0740604045818062,863.28
"1019",152427,"REST1","LR",0.167947372440685,828.72
"1020",152427,"REST2","LR",0.100347664114668,853.92
"1021",152427,"REST1","RL",0.110948466269687,853.92
"1022",152427,"REST2","RL",0.305019590887101,708.48
"1023",152831,"REST1","LR",0.148276955671945,860.4
"1024",152831,"REST2","LR",0.1465426188857,861.12
"1025",152831,"REST1","RL",0.0823357965869135,864
"1026",152831,"REST2","RL",0.169935318300544,864
"1027",153025,"REST1","LR",0.0881758418699359,848.88
"1028",153025,"REST2","LR",0.115757276517458,843.12
"1029",153025,"REST1","RL",0.0880386676457515,850.32
"1030",153025,"REST2","RL",0.12328909382212,833.04
"1031",153126,"REST1","LR",0.0866571239688113,864
"1032",153126,"REST2","LR",0.0933935647296067,864
"1033",153126,"REST1","RL",0.0838489688987455,863.28
"1034",153126,"REST2","RL",0.131184240545617,849.6
"1035",153227,"REST1","LR",0.133389712339289,838.08
"1036",153227,"REST2","LR",0.0869512954477775,858.96
"1037",153227,"REST1","RL",0.137628760877516,838.08
"1038",153227,"REST2","RL",0.120635698714916,833.76
"1039",153429,"REST1","LR",0.111345228741597,860.4
"1040",153429,"REST2","LR",0.114087228709718,860.4
"1041",153429,"REST1","RL",0.124341581439068,853.92
"1042",153429,"REST2","RL",0.168745370690287,856.8
"1043",153631,"REST1","LR",0.0818398496286398,861.12
"1044",153631,"REST2","LR",0.0728378832247723,864
"1045",153631,"REST1","RL",0.075863262289385,864
"1046",153631,"REST2","RL",0.112525271672141,850.32
"1047",153732,"REST1","LR",0.176692525188582,838.08
"1048",153732,"REST2","LR",0.132797802680132,841.68
"1049",153732,"REST1","RL",0.17240957163409,836.64
"1050",153732,"REST2","RL",0.312428318333229,702.72
"1051",153833,"REST1","LR",0.351235799677151,709.2
"1052",153833,"REST2","LR",0.357137826281906,671.04
"1053",153833,"REST1","RL",0.276292706887591,747.36
"1054",153833,"REST2","RL",0.38029089235844,671.04
"1055",153934,"REST1","LR",0.188168815888809,853.2
"1056",153934,"REST2","LR",0.1629547009285,835.2
"1057",153934,"REST1","RL",0.166260362158902,860.4
"1058",153934,"REST2","RL",0.163001580508683,853.92
"1059",154229,"REST1","LR",0.12983400327264,856.08
"1060",154229,"REST2","LR",0.13054227345673,856.08
"1061",154229,"REST1","RL",0.0994424951802547,864
"1062",154229,"REST2","RL",0.137263995594671,853.92
"1063",154330,"REST1","LR",0.591150421629688,406.8
"1064",154330,"REST2","LR",0.48008457404183,552.96
"1065",154330,"REST1","RL",0.402260358288816,632.88
"1066",154330,"REST2","RL",0.54889356882645,536.4
"1067",154431,"REST1","LR",0.134389724213904,861.12
"1068",154431,"REST2","LR",0.107142537820857,861.12
"1069",154431,"REST1","RL",0.118080478453727,850.32
"1070",154431,"REST2","RL",0.172106588897685,841.68
"1071",154532,"REST1","LR",0.152938778068925,822.24
"1072",154532,"REST2","LR",0.117097884202969,850.32
"1073",154532,"REST1","RL",0.096500093754851,856.08
"1074",154532,"REST2","RL",0.172492933690831,824.4
"1075",154734,"REST1","LR",0.194087443017878,833.76
"1076",154734,"REST2","LR",0.11353880526064,857.52
"1077",154734,"REST1","RL",0.127012236288149,858.96
"1078",154734,"REST2","RL",0.127569723647823,864
"1079",154835,"REST1","LR",0.107200209678097,852.48
"1080",154835,"REST2","LR",0.108888478777397,842.4
"1081",154835,"REST1","RL",0.124098273072944,838.08
"1082",154835,"REST2","RL",0.121017890340115,841.68
"1083",154936,"REST1","LR",0.129033124166335,858.24
"1084",154936,"REST2","LR",0.125462917142658,851.76
"1085",154936,"REST1","RL",0.0958529606616116,861.12
"1086",154936,"REST2","RL",0.168275557300535,810.72
"1087",155231,"REST1","LR",0.163663146202617,831.6
"1088",155231,"REST1","RL",0.0913493759900981,862.56
"1089",155635,"REST1","LR",0.131098756603635,859.68
"1090",155635,"REST2","LR",0.128171188883899,864
"1091",155635,"REST1","RL",0.115436547445772,864
"1092",155635,"REST2","RL",0.14906323349412,859.68
"1093",155938,"REST1","LR",0.0796487349685528,863.28
"1094",155938,"REST2","LR",0.0562167233820464,864
"1095",155938,"REST1","RL",0.0701416839031251,864
"1096",155938,"REST2","RL",0.0810027732393654,864
"1097",156031,"REST1","LR",0.143766375385076,841.68
"1098",156031,"REST2","LR",0.0998208619259523,856.8
"1099",156031,"REST1","RL",0.0921341854040643,864
"1100",156031,"REST2","RL",0.151567435114886,846.72
"1101",156233,"REST1","LR",0.267412109169985,813.6
"1102",156233,"REST2","LR",0.404727462291508,754.56
"1103",156233,"REST1","RL",0.109165365022136,846
"1104",156233,"REST2","RL",0.70261522909118,684
"1105",156334,"REST1","LR",0.144729855085367,864
"1106",156334,"REST2","LR",0.130704320851283,864
"1107",156334,"REST1","RL",0.192673262217444,864
"1108",156334,"REST2","RL",0.14290859317239,864
"1109",156435,"REST1","LR",0.11828056038214,855.36
"1110",156435,"REST2","LR",0.140839550872135,853.92
"1111",156435,"REST1","RL",0.117777807075031,861.84
"1112",156435,"REST2","RL",0.137592388334327,856.08
"1113",156536,"REST1","LR",0.0730035480643265,864
"1114",156536,"REST2","LR",0.16353810894682,855.36
"1115",156536,"REST1","RL",0.0829105018540212,861.12
"1116",156536,"REST2","RL",0.114581462249774,858.24
"1117",156637,"REST1","LR",0.211536680088945,797.76
"1118",156637,"REST2","LR",0.159701238909219,813.6
"1119",156637,"REST1","RL",0.183403531836725,819.36
"1120",156637,"REST2","RL",0.224573355224767,795.6
"1121",157336,"REST1","LR",0.150652497092916,843.12
"1122",157336,"REST2","LR",0.184901042039002,838.8
"1123",157336,"REST1","RL",0.104413568475547,861.12
"1124",157336,"REST2","RL",0.153861540182597,856.8
"1125",157437,"REST1","LR",0.172675770305428,848.88
"1126",157437,"REST2","LR",0.176644468635174,838.08
"1127",157437,"REST1","RL",0.164570467235087,856.8
"1128",157437,"REST2","RL",0.249982647936275,806.4
"1129",157942,"REST1","LR",0.234762930273172,853.2
"1130",157942,"REST2","LR",0.272248784194305,800.64
"1131",157942,"REST1","RL",0.192731380087722,858.96
"1132",157942,"REST2","RL",0.272439734715981,836.64
"1133",158035,"REST1","LR",0.0842023873223418,864
"1134",158035,"REST2","LR",0.0792686080559549,864
"1135",158035,"REST1","RL",0.0750010681644305,864
"1136",158035,"REST2","RL",0.06675850815001,864
"1137",158136,"REST1","LR",0.193929777195206,824.4
"1138",158136,"REST2","LR",0.0991315694350241,851.76
"1139",158136,"REST1","RL",0.180806548196029,812.88
"1140",158136,"REST2","RL",0.12929084428361,850.32
"1141",158338,"REST1","LR",0.0852286169586738,864
"1142",158338,"REST2","LR",0.100325749551688,864
"1143",158338,"REST1","RL",0.0611219137670438,864
"1144",158338,"REST2","RL",0.0720514310067407,864
"1145",158540,"REST1","LR",0.239099577000129,802.08
"1146",158540,"REST2","LR",0.208033292644241,816.48
"1147",158540,"REST1","RL",0.214096643783888,830.88
"1148",158540,"REST2","RL",0.159744006984192,841.68
"1149",158843,"REST1","LR",0.152491862842809,855.36
"1150",158843,"REST2","LR",0.160248859642237,864
"1151",158843,"REST1","RL",0.143773414795118,857.52
"1152",158843,"REST2","RL",0.150591102444925,858.96
"1153",159138,"REST1","LR",0.271938972008157,749.52
"1154",159138,"REST2","LR",0.172690472181042,828
"1155",159138,"REST1","RL",0.284350551753263,737.28
"1156",159138,"REST2","RL",0.154506233779156,840.24
"1157",159239,"REST1","LR",0.0804728404158387,862.56
"1158",159239,"REST2","LR",0.102656792799244,860.4
"1159",159239,"REST1","RL",0.0669307011138634,864
"1160",159239,"REST2","RL",0.0834012710542053,864
"1161",159340,"REST1","LR",0.118372455560938,864
"1162",159340,"REST2","LR",0.108683759323137,846.72
"1163",159340,"REST1","RL",0.11190924505948,861.84
"1164",159340,"REST2","RL",0.0948224938562694,856.8
"1165",159441,"REST1","LR",0.178801448344265,830.16
"1166",159441,"REST2","LR",0.185165455502475,825.84
"1167",159441,"REST1","RL",0.242348890494438,798.48
"1168",159441,"REST2","RL",0.260241317324501,774.72
"1169",159744,"REST1","LR",0.211499738948127,794.88
"1170",159744,"REST2","LR",0.134348169507557,835.2
"1171",159744,"REST1","RL",0.1477120360493,817.92
"1172",159744,"REST2","RL",0.159234215635992,813.6
"1173",159845,"REST1","LR",0.258369230909434,782.64
"1174",159845,"REST1","RL",0.285997266702359,786.96
"1175",159946,"REST1","LR",0.102310984049214,861.12
"1176",159946,"REST2","LR",0.144142974482094,786.96
"1177",159946,"REST1","RL",0.0964259114847139,861.84
"1178",159946,"REST2","RL",0.149289360020158,846.72
"1179",160123,"REST1","LR",0.133273256812903,852.48
"1180",160123,"REST2","LR",0.0734160890391764,861.84
"1181",160123,"REST1","RL",0.090403990045215,856.8
"1182",160123,"REST2","RL",0.0840896418524602,861.84
"1183",160729,"REST1","LR",0.112512897791376,852.48
"1184",160729,"REST2","LR",0.0945743719387285,861.12
"1185",160729,"REST1","RL",0.0872911719605066,864
"1186",160729,"REST2","RL",0.118061870757449,852.48
"1187",160830,"REST1","LR",0.39042804398734,688.32
"1188",160830,"REST2","LR",0.178311975308163,828
"1189",160830,"REST1","RL",0.193772869731734,818.64
"1190",160830,"REST2","RL",0.236723732116329,803.52
"1191",160931,"REST2","LR",0.0675644959774873,864
"1192",160931,"REST1","RL",0.0688544810071665,862.56
"1193",160931,"REST2","RL",0.0749314660330387,861.12
"1194",161327,"REST1","LR",0.151045426888498,848.88
"1195",161327,"REST2","LR",0.188868138387774,823.68
"1196",161327,"REST1","RL",0.122684337011025,859.68
"1197",161327,"REST2","RL",0.274031224752344,773.28
"1198",161630,"REST1","LR",0.111281004595729,863.28
"1199",161630,"REST2","LR",0.116997533908509,853.2
"1200",161630,"REST1","RL",0.14139627929393,852.48
"1201",161630,"REST2","RL",0.0959033474697599,859.68
"1202",161731,"REST1","LR",0.254529433088569,825.12
"1203",161731,"REST2","LR",0.164138168464885,862.56
"1204",161731,"REST1","RL",0.359528217212379,669.6
"1205",161731,"REST2","RL",0.145998867573015,864
"1206",161832,"REST1","LR",0.322732465180075,728.64
"1207",161832,"REST2","LR",0.382245169772659,717.84
"1208",161832,"REST1","RL",0.310654716149314,738.72
"1209",161832,"REST2","RL",0.557589238747299,577.44
"1210",162026,"REST1","LR",0.141627249395582,859.68
"1211",162026,"REST2","LR",0.161037976843381,864
"1212",162026,"REST1","RL",0.175957139684558,851.76
"1213",162026,"REST2","RL",0.163140141504995,860.4
"1214",162228,"REST1","LR",0.0706014477010266,864
"1215",162228,"REST2","LR",0.0865734031292589,863.28
"1216",162228,"REST1","RL",0.0716911638270352,862.56
"1217",162228,"REST2","RL",0.093099039332333,863.28
"1218",162329,"REST1","LR",0.257563455055661,801.36
"1219",162329,"REST2","LR",0.225611088260847,811.44
"1220",162329,"REST1","RL",0.188152385249645,799.92
"1221",162329,"REST2","RL",0.222964493677477,798.48
"1222",162733,"REST1","LR",0.325513078656339,750.24
"1223",162733,"REST2","LR",0.288473234478021,725.04
"1224",162733,"REST1","RL",0.354888190118705,687.6
"1225",162733,"REST2","RL",0.22184858479141,783.36
"1226",162935,"REST1","LR",0.0939376782884773,860.4
"1227",162935,"REST2","LR",0.10538320649984,863.28
"1228",162935,"REST1","RL",0.0993234109866175,864
"1229",162935,"REST2","RL",0.134554427625656,857.52
"1230",163129,"REST1","LR",0.0939646113393084,864
"1231",163129,"REST2","LR",0.149821613681697,861.84
"1232",163129,"REST1","RL",0.0961853260802445,860.4
"1233",163129,"REST2","RL",0.190974082346901,850.32
"1234",163331,"REST1","LR",0.189405444375173,846
"1235",163331,"REST2","LR",0.150265091876447,853.92
"1236",163331,"REST1","RL",0.11214207354484,862.56
"1237",163331,"REST2","RL",0.227256960551794,829.44
"1238",163432,"REST1","LR",0.124640454010728,856.8
"1239",163432,"REST2","LR",0.0815788793931396,864
"1240",163432,"REST1","RL",0.116176921757498,853.92
"1241",163432,"REST2","RL",0.129509017235735,861.12
"1242",163836,"REST1","LR",0.189676904680664,825.84
"1243",163836,"REST2","LR",0.160638554943775,860.4
"1244",163836,"REST1","RL",0.155614405021918,848.16
"1245",163836,"REST2","RL",0.175370354847589,831.6
"1246",164030,"REST1","LR",0.0677858833256388,858.24
"1247",164030,"REST2","LR",0.0700714107315896,864
"1248",164030,"REST1","RL",0.0673175083267676,864
"1249",164030,"REST2","RL",0.0612005063197832,864
"1250",164131,"REST1","LR",0.212735341350479,834.48
"1251",164131,"REST2","LR",0.266422335229574,773.28
"1252",164131,"REST1","RL",0.17455278954184,833.76
"1253",164131,"REST2","RL",0.193197631702794,815.76
"1254",164636,"REST1","LR",0.16478236979521,851.76
"1255",164636,"REST2","LR",0.214400562307,846
"1256",164636,"REST1","RL",0.228479417768715,838.8
"1257",164636,"REST2","RL",0.165654743013692,839.52
"1258",164939,"REST1","LR",0.122345674172154,839.52
"1259",164939,"REST2","LR",0.175115553668481,838.8
"1260",164939,"REST1","RL",0.0870096753453275,863.28
"1261",164939,"REST2","RL",0.409316407713377,709.2
"1262",165032,"REST1","LR",0.178085543303971,833.04
"1263",165032,"REST2","LR",0.159722072865018,846.72
"1264",165032,"REST1","RL",0.106016979510239,857.52
"1265",165032,"REST2","RL",0.172178473449285,834.48
"1266",165234,"REST1","LR",0.228540085150783,802.08
"1267",165234,"REST1","RL",0.251685462628006,786.96
"1268",165436,"REST1","LR",0.116268271490418,859.68
"1269",165436,"REST2","LR",0.136909826925754,853.92
"1270",165436,"REST1","RL",0.113872434656728,861.84
"1271",165436,"REST2","RL",0.141319558328788,858.96
"1272",165638,"REST1","LR",0.216178125811414,802.8
"1273",165638,"REST2","LR",0.141904228800154,823.68
"1274",165638,"REST1","RL",0.172092591653039,820.8
"1275",165638,"REST2","RL",0.152276060745961,827.28
"1276",165840,"REST1","LR",0.269039805383951,796.32
"1277",165840,"REST2","LR",0.175977670068507,858.96
"1278",165840,"REST1","RL",0.207552443792375,840.96
"1279",165840,"REST2","RL",0.208040993854595,843.84
"1280",165941,"REST1","LR",0.108181653783655,863.28
"1281",165941,"REST2","LR",0.0974524024831763,864
"1282",165941,"REST1","RL",0.102987187526012,860.4
"1283",165941,"REST2","RL",0.121356928044874,864
"1284",166438,"REST1","LR",0.108740707948687,853.92
"1285",166438,"REST2","LR",0.0959527962053311,861.84
"1286",166438,"REST1","RL",0.079963621062395,861.84
"1287",166438,"REST2","RL",0.117009496774777,852.48
"1288",166640,"REST1","LR",0.215716516747986,822.96
"1289",166640,"REST2","LR",0.232113417165617,815.04
"1290",166640,"REST1","RL",0.199004301159322,838.8
"1291",166640,"REST2","RL",0.286004585409591,762.48
"1292",167036,"REST1","LR",0.108698388973416,853.92
"1293",167036,"REST2","LR",0.0915121061819635,861.12
"1294",167036,"REST1","RL",0.15628614998303,843.12
"1295",167036,"REST2","RL",0.0931886247141048,862.56
"1296",167238,"REST1","LR",0.31350374611412,702
"1297",167238,"REST2","LR",0.0873554856055161,861.12
"1298",167238,"REST1","RL",0.107472469122719,858.24
"1299",167238,"REST2","RL",0.0879773126900021,858.24
"1300",167440,"REST1","LR",0.0757526543139497,861.84
"1301",167440,"REST2","LR",0.087459835368374,862.56
"1302",167440,"REST1","RL",0.0587011008150751,863.28
"1303",167440,"REST2","RL",0.136986261302246,852.48
"1304",167743,"REST1","LR",0.268520700345165,762.48
"1305",167743,"REST2","LR",0.172565911626368,848.16
"1306",167743,"REST1","RL",0.138167418467046,859.68
"1307",167743,"REST2","RL",0.126699707972418,855.36
"1308",168139,"REST1","LR",0.204877871033449,815.04
"1309",168139,"REST2","LR",0.153245209179919,844.56
"1310",168139,"REST1","RL",0.145448535974318,849.6
"1311",168139,"REST2","RL",0.186117085335856,804.96
"1312",168240,"REST1","LR",0.13160111028149,850.32
"1313",168240,"REST2","LR",0.18430784626229,843.12
"1314",168240,"REST1","RL",0.113981372536619,856.8
"1315",168240,"REST2","RL",0.159342825755355,859.68
"1316",168341,"REST1","LR",0.250100991183448,807.84
"1317",168341,"REST2","LR",0.19712789439516,838.8
"1318",168341,"REST1","RL",0.232938913728557,818.64
"1319",168341,"REST2","RL",0.217165534992344,834.48
"1320",168745,"REST1","LR",0.123725645391367,858.96
"1321",168745,"REST2","LR",0.134817897803919,853.2
"1322",168745,"REST1","RL",0.124142136381663,851.76
"1323",168745,"REST2","RL",0.237464600514945,796.32
"1324",168947,"REST1","LR",0.0815446110382631,859.68
"1325",168947,"REST2","LR",0.0584358964073511,864
"1326",168947,"REST1","RL",0.0717246244932004,858.24
"1327",168947,"REST2","RL",0.0549423063865428,864
"1328",169040,"REST1","LR",0.445386937507451,619.2
"1329",169040,"REST2","LR",0.14242098703485,851.04
"1330",169040,"REST1","RL",0.171677829433339,819.36
"1331",169040,"REST2","RL",0.174864513643596,821.52
"1332",169141,"REST1","LR",0.121277234355851,854.64
"1333",169141,"REST1","RL",0.0821393047298326,861.84
"1334",169343,"REST1","LR",0.12755443720742,856.08
"1335",169343,"REST2","LR",0.114806047617566,855.36
"1336",169343,"REST1","RL",0.116103007415677,858.96
"1337",169343,"REST2","RL",0.1299145873437,856.08
"1338",169444,"REST1","LR",0.0915776131727561,863.28
"1339",169444,"REST2","LR",0.0800144773092804,864
"1340",169444,"REST1","RL",0.0888664159151275,856.8
"1341",169444,"REST2","RL",0.0921934702049106,863.28
"1342",169545,"REST1","LR",0.0851119043564715,862.56
"1343",169545,"REST2","LR",0.0799783164787854,864
"1344",169545,"REST1","RL",0.113562159510577,861.12
"1345",169545,"REST2","RL",0.0913382903812209,862.56
"1346",169747,"REST1","LR",0.168977220380184,854.64
"1347",169747,"REST2","LR",0.115886119066215,684.72
"1348",169747,"REST1","RL",0.133849452443411,855.36
"1349",169747,"REST2","RL",0.194963916052369,670.32
"1350",169949,"REST1","LR",0.211012559558367,848.16
"1351",169949,"REST2","LR",0.243829197559818,839.52
"1352",169949,"REST1","RL",0.226218249294293,845.28
"1353",169949,"REST2","RL",0.281643668261756,789.12
"1354",170631,"REST1","LR",0.18328815417107,846.72
"1355",170631,"REST2","LR",0.282630896855686,745.92
"1356",170631,"REST1","RL",0.249737229185391,781.2
"1357",170631,"REST2","RL",0.277732189682482,750.24
"1358",170934,"REST1","LR",0.078304917242931,864
"1359",170934,"REST1","RL",0.0797256470748705,864
"1360",171128,"REST1","LR",0.160010745014972,823.68
"1361",171128,"REST1","RL",0.156333377859051,840.24
"1362",171330,"REST1","LR",0.138168821342872,857.52
"1363",171330,"REST2","LR",0.119097167776043,864
"1364",171330,"REST1","RL",0.106471924042646,864
"1365",171330,"REST2","RL",0.127317442150378,863.28
"1366",171431,"REST1","LR",0.345082251341468,735.84
"1367",171431,"REST2","LR",0.21462327346541,810
"1368",171431,"REST1","RL",0.140046307022097,843.12
"1369",171431,"REST2","RL",0.257271483677397,607.68
"1370",171532,"REST1","LR",0.559123572830654,466.56
"1371",171532,"REST2","LR",0.161349416665481,840.24
"1372",171532,"REST1","RL",0.294114609059223,733.68
"1373",171532,"REST2","RL",0.596782363154015,527.04
"1374",171633,"REST1","LR",0.11589177552019,851.76
"1375",171633,"REST2","LR",0.190420368886944,796.32
"1376",171633,"REST1","RL",0.109565950157082,861.12
"1377",171633,"REST2","RL",0.220574283392813,777.6
"1378",171734,"REST1","LR",0.12231088172788,858.96
"1379",171734,"REST1","RL",0.106934964210942,862.56
"1380",172029,"REST1","LR",0.114081747011555,847.44
"1381",172029,"REST2","LR",0.156957088065645,819.36
"1382",172029,"REST1","RL",0.11974798623185,840.96
"1383",172029,"REST2","RL",0.156959395858681,846.72
"1384",172130,"REST1","LR",0.0748065282656611,863.28
"1385",172130,"REST2","LR",0.12928900627173,853.92
"1386",172130,"REST1","RL",0.0701995890417317,864
"1387",172130,"REST2","RL",0.10667221941396,856.08
"1388",172332,"REST1","LR",0.118588113387805,856.08
"1389",172332,"REST2","LR",0.0796837501237304,861.12
"1390",172332,"REST1","RL",0.0864859130430127,860.4
"1391",172332,"REST2","RL",0.116038305219224,845.28
"1392",172433,"REST1","LR",0.110296832672046,862.56
"1393",172433,"REST2","LR",0.0831380767690608,864
"1394",172433,"REST1","RL",0.0979197035777791,864
"1395",172433,"REST2","RL",0.18789271451773,830.88
"1396",172534,"REST1","LR",0.128423933730099,855.36
"1397",172534,"REST2","LR",0.111174304668503,858.24
"1398",172534,"REST1","RL",0.0706980404929209,864
"1399",172534,"REST2","RL",0.0974810229304023,856.08
"1400",172635,"REST1","LR",0.0983367324210299,864
"1401",172635,"REST1","RL",0.103594669333509,864
"1402",172938,"REST1","LR",0.116978912090527,852.48
"1403",172938,"REST2","LR",0.0973535634275739,858.24
"1404",172938,"REST1","RL",0.0772379118191348,861.84
"1405",172938,"REST2","RL",0.105747411695186,856.8
"1406",173132,"REST1","LR",0.263233965247112,797.04
"1407",173132,"REST1","RL",0.349837846066914,684.72
"1408",173233,"REST1","RL",0.260624335896404,599.04
"1409",173334,"REST1","LR",0.123402928580712,859.68
"1410",173334,"REST2","LR",0.126360901832613,856.8
"1411",173334,"REST1","RL",0.190446825921618,827.28
"1412",173334,"REST2","RL",0.108447375021864,860.4
"1413",173435,"REST1","LR",0.104517547323884,863.28
"1414",173435,"REST2","LR",0.104124474243828,862.56
"1415",173435,"REST1","RL",0.111906960459051,864
"1416",173435,"REST2","RL",0.10565484884391,846.72
"1417",173536,"REST1","LR",0.119639751967284,858.96
"1418",173536,"REST2","LR",0.074188488611622,864
"1419",173536,"REST1","RL",0.0851192517662162,862.56
"1420",173536,"REST2","RL",0.0825989814827058,861.84
"1421",173637,"REST1","LR",0.177207527159217,830.16
"1422",173637,"REST2","LR",0.171200607684261,827.28
"1423",173637,"REST1","RL",0.1754219986545,823.68
"1424",173637,"REST2","RL",0.248793843301336,789.84
"1425",173738,"REST1","LR",0.142917531632743,856.08
"1426",173738,"REST2","LR",0.158368687268741,844.56
"1427",173738,"REST1","RL",0.169700623469655,838.8
"1428",173738,"REST2","RL",0.140010514910307,853.2
